user_id,session_id,clip_id,hr_mean,hr_max,hr_change_from_baseline,hr_slope,hr_recovery,eda_mean,eda_change_from_baseline,eda_peak_count,eda_max_amplitude,eda_slope,eda_recovery
pau,self_20260601_210739,clip_125,,,,0.0,,1.12855,0.02302,363,0.10647,4.6e-05,-0.0097
pau,self_20260601_210739,clip_124,,,,0.0,,1.25104,0.03446,517,0.08162,-2e-06,-0.0225
pau,self_20260601_210739,clip_123,,,,0.0,,1.3182,0.00507,229,0.05356,9e-06,-0.0233
pau,self_20260601_210739,clip_122,,,,0.0,,0.99838,-0.20087,0,0.0,-9.2e-05,-0.1813
pau,self_20260601_210739,clip_121,,,,0.0,,1.19433,0.05391,480,0.10788,1e-06,-0.0129
ryan_calib,self_20260602_030125,clip_005,98.667,105.0,-6.583,1.42857,0.0,0.92811,0.02716,363,0.06765,4.9e-05,-0.0169
ryan_calib,self_20260602_030125,clip_003,104.4,108.0,-3.1,-0.6,-2.0,0.92013,0.0005,95,0.11677,-2.2e-05,-0.1596
ryan_calib,self_20260602_030125,clip_002,106.5,109.0,3.5,1.4,-1.0,0.83868,-0.04713,43,0.0804,-6.4e-05,-0.1362
ryan_calib,self_20260602_030125,clip_048,102.5,105.0,-5.9,-0.54286,-6.0,0.89486,0.04951,578,0.12085,4.2e-05,0.0
ryan_calib,self_20260602_030125,clip_025,106.0,111.0,-0.5,0.28571,-3.0,0.89576,-0.00736,8,0.02688,-2.5e-05,-0.0524
ryan_calib,self_20260602_030125,clip_027,106.333,111.0,-1.167,1.71429,-2.0,0.87923,-0.01402,20,0.03915,-2.9e-05,-0.0516
ryan_calib,self_20260602_030125,clip_052,107.333,110.0,-5.417,1.65714,0.0,0.84537,-0.03567,1,0.02636,-1e-05,-0.0435
ryan_calib,self_20260602_030125,clip_053,110.5,114.0,2.0,1.22857,0.0,0.84803,0.02405,211,0.18812,-6.2e-05,-0.17
ryan_calib,self_20260602_030125,clip_045,103.667,108.0,-7.0,0.62857,0.0,0.81096,0.03845,251,0.14289,9.1e-05,-0.0048
ryan_calib,self_20260602_030125,clip_024,100.429,107.0,-5.821,3.03571,0.0,0.82467,0.01696,317,0.0844,-3.3e-05,-0.0839
ryan_calib,self_20260602_030125,clip_080,116.167,122.0,7.967,2.25714,0.0,0.8542,0.00149,22,0.03859,-2.6e-05,-0.0492
ryan_calib,self_20260602_030125,clip_058,111.833,115.0,5.583,1.34286,-2.0,0.88784,-0.00355,1,0.02161,-2e-06,-0.0451
