user_id,session_id,calibration_clip_count,arousal_offset,valence_shift_negative,valence_shift_neutral,valence_shift_positive,hr_mean_median,hr_max_median,hr_change_from_baseline_median,hr_slope_median,hr_recovery_median,eda_mean_median,eda_change_from_baseline_median,eda_peak_count_median,eda_max_amplitude_median,eda_slope_median,eda_recovery_median
ryan_calib,self_20260602_030125,12,0.00102,0.58977,0.52562,3.1871,106.1665,109.5,-2.1335,1.37143,-0.5,0.86671,0.001,69.0,0.07403,-2e-05,-0.0504
